241	253	464	812	826	1010
253	241	464	812	826	1010
464	241	253	812	826	1010
812	241	253	464	826	1010
826	241	253	464	812	1010
1010	241	253	464	812	826
32	253	307	812	1010	1042
253	32	307	812	1010	1042
307	32	253	812	1010	1042
812	32	253	307	1010	1042
1010	32	253	307	812	1042
1042	32	253	307	812	1010
241	253	464	812	826	1010
253	241	464	812	826	1010
464	241	253	812	826	1010
812	241	253	464	826	1010
826	241	253	464	812	1010
1010	241	253	464	812	826
32	253	307	812	1010	1042
253	32	307	812	1010	1042
307	32	253	812	1010	1042
812	32	253	307	1010	1042
1010	32	253	307	812	1042
1042	32	253	307	812	1010
241	253	464	812	826	1010
253	241	464	812	826	1010
464	241	253	812	826	1010
812	241	253	464	826	1010
826	241	253	464	812	1010
1010	241	253	464	812	826
32	253	307	812	1010	1042
253	32	307	812	1010	1042
307	32	253	812	1010	1042
812	32	253	307	1010	1042
1010	32	253	307	812	1042
1042	32	253	307	812	1010
241	253	464	812	826	1010
253	241	464	812	826	1010
464	241	253	812	826	1010
812	241	253	464	826	1010
826	241	253	464	812	1010
1010	241	253	464	812	826
32	253	307	812	1010	1042
253	32	307	812	1010	1042
307	32	253	812	1010	1042
812	32	253	307	1010	1042
1010	32	253	307	812	1042
1042	32	253	307	812	1010
241	253	464	812	826	1010
253	241	464	812	826	1010
464	241	253	812	826	1010
812	241	253	464	826	1010
826	241	253	464	812	1010
1010	241	253	464	812	826
32	253	307	812	1010	1042
253	32	307	812	1010	1042
307	32	253	812	1010	1042
812	32	253	307	1010	1042
1010	32	253	307	812	1042
1042	32	253	307	812	1010
32	109	408	423	812	1042
109	32	408	423	812	1042
408	32	109	423	812	1042
423	32	109	408	812	1042
812	32	109	408	423	1042
1042	32	109	408	423	812
145	278	1010	1014	1042	1063
278	145	1010	1014	1042	1063
1010	145	278	1014	1042	1063
1014	145	278	1010	1042	1063
1042	145	278	1010	1014	1063
1063	145	278	1010	1014	1042
32	109	408	423	812	1042
109	32	408	423	812	1042
408	32	109	423	812	1042
423	32	109	408	812	1042
812	32	109	408	423	1042
1042	32	109	408	423	812
145	278	1010	1014	1042	1063
278	145	1010	1014	1042	1063
1010	145	278	1014	1042	1063
1014	145	278	1010	1042	1063
1042	145	278	1010	1014	1063
1063	145	278	1010	1014	1042
32	109	408	423	812	1042
109	32	408	423	812	1042
