241	253
241	464
241	812
241	826
241	1010
253	241
253	464
253	812
253	826
253	1010
464	241
464	253
464	812
464	826
464	1010
812	241
812	253
812	464
812	826
812	1010
826	241
826	253
826	464
826	812
826	1010
1010	241
1010	253
1010	464
1010	812
1010	826
32	253
32	307
32	812
32	1010
32	1042
253	32
253	307
253	812
253	1010
253	1042
307	32
307	253
307	812
307	1010
307	1042
812	32
812	253
812	307
812	1010
812	1042
1010	32
1010	253
1010	307
1010	812
1010	1042
1042	32
1042	253
1042	307
1042	812
1042	1010
241	253
241	464
241	812
241	826
241	1010
253	241
253	464
253	812
253	826
253	1010
464	241
464	253
464	812
464	826
464	1010
812	241
812	253
812	464
812	826
812	1010
826	241
826	253
826	464
826	812
826	1010
1010	241
1010	253
1010	464
1010	812
1010	826
32	253
32	307
32	812
32	1010
32	1042
253	32
253	307
253	812
253	1010
253	1042
307	32
307	253
307	812
307	1010
307	1042
812	32
812	253
812	307
812	1010
812	1042
1010	32
1010	253
1010	307
1010	812
1010	1042
1042	32
1042	253
1042	307
1042	812
1042	1010
241	253
241	464
241	812
241	826
241	1010
253	241
253	464
253	812
253	826
253	1010
464	241
464	253
464	812
464	826
464	1010
812	241
812	253
812	464
812	826
812	1010
826	241
826	253
826	464
826	812
826	1010
1010	241
1010	253
1010	464
1010	812
1010	826
32	253
32	307
32	812
32	1010
32	1042
253	32
253	307
253	812
253	1010
253	1042
307	32
307	253
307	812
307	1010
307	1042
812	32
812	253
812	307
812	1010
812	1042
1010	32
1010	253
1010	307
1010	812
1010	1042
1042	32
1042	253
1042	307
1042	812
1042	1010
241	253
241	464
241	812
241	826
241	1010
253	241
253	464
253	812
253	826
253	1010
464	241
464	253
464	812
464	826
464	1010
812	241
812	253
812	464
812	826
812	1010
826	241
826	253
826	464
826	812
826	1010
1010	241
1010	253
1010	464
1010	812
1010	826
32	253
32	307
32	812
32	1010
32	1042
253	32
253	307
253	812
253	1010
253	1042
307	32
307	253
307	812
307	1010
307	1042
812	32
812	253
812	307
812	1010
812	1042
1010	32
1010	253
1010	307
1010	812
1010	1042
1042	32
1042	253
1042	307
1042	812
1042	1010
241	253
241	464
241	812
241	826
241	1010
253	241
253	464
253	812
253	826
253	1010
464	241
464	253
464	812
464	826
464	1010
812	241
812	253
812	464
812	826
812	1010
826	241
826	253
826	464
826	812
826	1010
1010	241
1010	253
1010	464
1010	812
1010	826
32	253
32	307
32	812
32	1010
32	1042
253	32
253	307
253	812
253	1010
253	1042
307	32
307	253
307	812
307	1010
307	1042
812	32
812	253
812	307
812	1010
812	1042
1010	32
1010	253
1010	307
1010	812
1010	1042
1042	32
1042	253
1042	307
1042	812
1042	1010
32	109
32	408
32	423
32	812
32	1042
109	32
109	408
109	423
109	812
109	1042
408	32
408	109
408	423
408	812
408	1042
423	32
423	109
423	408
423	812
423	1042
812	32
812	109
812	408
812	423
812	1042
1042	32
1042	109
1042	408
1042	423
1042	812
145	278
145	1010
145	1014
145	1042
145	1063
278	145
278	1010
278	1014
278	1042
278	1063
1010	145
1010	278
1010	1014
1010	1042
1010	1063
1014	145
1014	278
1014	1010
1014	1042
1014	1063
1042	145
1042	278
1042	1010
1042	1014
1042	1063
1063	145
1063	278
1063	1010
1063	1014
1063	1042
32	109
32	408
32	423
32	812
32	1042
109	32
109	408
109	423
109	812
109	1042
408	32
408	109
408	423
408	812
408	1042
423	32
423	109
423	408
423	812
423	1042
812	32
812	109
812	408
812	423
812	1042
1042	32
1042	109
1042	408
1042	423
1042	812
145	278
145	1010
145	1014
145	1042
145	1063
278	145
278	1010
278	1014
278	1042
278	1063
1010	145
1010	278
1010	1014
1010	1042
1010	1063
1014	145
1014	278
1014	1010
1014	1042
1014	1063
1042	145
1042	278
1042	1010
1042	1014
1042	1063
1063	145
1063	278
1063	1010
1063	1014
1063	1042
32	109
32	408
32	423
32	812
32	1042
109	32
109	408
109	423
109	812
109	1042
408	32
408	109
408	423
408	812
408	1042
423	32
423	109
423	408
423	812
423	1042
812	32
812	109
812	408
812	423
812	1042
1042	32
1042	109
1042	408
1042	423
1042	812
145	278
145	1010
145	1014
145	1042
145	1063
278	145
278	1010
278	1014
278	1042
278	1063
1010	145
1010	278
1010	1014
1010	1042
1010	1063
1014	145
1014	278
1014	1010
1014	1042
1014	1063
1042	145
1042	278
1042	1010
1042	1014
1042	1063
1063	145
1063	278
1063	1010
1063	1014
1063	1042
32	109
32	408
32	423
32	812
32	1042
109	32
109	408
109	423
109	812
109	1042
408	32
408	109
408	423
408	812
408	1042
423	32
423	109
423	408
423	812
423	1042
812	32
812	109
812	408
812	423
812	1042
1042	32
1042	109
1042	408
1042	423
1042	812
145	278
145	1010
145	1014
145	1042
145	1063
278	145
278	1010
278	1014
278	1042
278	1063
1010	145
1010	278
1010	1014
1010	1042
1010	1063
1014	145
1014	278
1014	1010
1014	1042
1014	1063
1042	145
1042	278
1042	1010
1042	1014
1042	1063
1063	145
1063	278
1063	1010
1063	1014
1063	1042
32	109
32	408
32	423
32	812
32	1042
109	32
109	408
109	423
109	812
109	1042
408	32
408	109
408	423
408	812
408	1042
423	32
423	109
423	408
423	812
423	1042
812	32
812	109
812	408
812	423
812	1042
1042	32
1042	109
1042	408
1042	423
1042	812
145	278
145	1010
145	1014
145	1042
145	1063
278	145
278	1010
278	1014
278	1042
278	1063
1010	145
1010	278
1010	1014
1010	1042
1010	1063
1014	145
1014	278
1014	1010
1014	1042
1014	1063
1042	145
1042	278
1042	1010
1042	1014
1042	1063
1063	145
1063	278
1063	1010
1063	1014
1063	1042
183	278
183	586
183	1014
183	1042
183	1063
278	183
278	586
278	1014
278	1042
278	1063
586	183
586	278
586	1014
586	1042
586	1063
1014	183
1014	278
1014	586
1014	1042
1014	1063
1042	183
